seed,trial
1716867697,583
542084440,584
451128966,585
1021720828,586
345450196,587
280377232,588
1639085983,589
809211420,590
792603883,591
247464474,592
1320244576,593
1145328111,594
1059654797,595
1771027576,596
648569920,597
902074176,598
1254658585,599
1664434209,600
1453183534,601
280711933,602
250212599,603
1841521233,604
289117588,605
536923105,606
92519344,607
1064016861,608
832955841,609
1170401039,610
299999068,611
1421036668,612
1404833389,613
1346677806,614
194746080,615
1022954998,616
1588489532,617
1448317659,618
693950982,619
449677611,620
1001841785,621
1784610693,622
1178933042,623
1686776297,624
675979783,625
1294663262,626
849601153,627
1902125885,628
1954391093,629
1348444878,630
37385959,631
1126872570,632
61103474,633
1960791338,634
131659743,635
2011713095,636
1610708334,637
202008217,638
870949363,639
1810957393,640
1941280166,641
530082435,642
971864381,643
328243571,644
1366268381,645
1343539724,646
1494114569,647
586637399,648
771836647,649
1520823625,650
321936601,651
871148287,652
633738698,653
149534338,654
1850639243,655
1274423565,656
169899930,657
660729474,658
714769787,659
1862124629,660
1689169295,661
1324058344,662
480769097,663
125380513,664
882370149,665
1176434618,666
1204353142,667
158563577,668
152001923,669
1840638349,670
303009242,671
807323934,672
1483370368,673
1858088661,674
57453220,675
1474550158,676
858821252,677
448505895,678
1498577144,679
1480828844,680
385889989,681
1161958945,682
883146972,683
1368322286,684
1804894004,685
966185116,686
2112206658,687
235459423,688
766150910,689
935787150,690
504588424,691
834349999,692
897353286,693
780550037,694
924082920,695
1808948699,696
100672445,697
1201695585,698
457257429,699
1544007664,700
1897244688,701
1127984820,702
858546566,703
1569604559,704
1323610306,705
705566749,706
604170867,707
1141227391,708
1286675714,709
2045677278,710
2015356309,711
693867795,712
359967015,713
296948228,714
208660521,715
1649824200,716
1716798860,717
1568844516,718
150996713,719
220997980,720
1687178214,721
157436031,722
1759330761,723
1987725756,724
1863808821,725
1248812007,726
710573519,727
109280872,728
1988511270,729
1741173563,730
1572865644,731
688511171,732
861483358,733
950151706,734
865835585,735
243421376,736
265050006,737
939028395,738
4915171,739
1323908538,740
325204901,741
1298021234,742
1230748136,743
1656927821,744
1957826459,745
2048193656,746
1200902447,747
2100072641,748
1734070081,749
1023771362,750
946199631,751
387816319,752
680446052,753
351397234,754
1766025907,755
284705774,756
405317383,757
1417046955,758
1551500709,759
486660086,760
1188525185,761
650245881,762
1138535620,763
891593784,764
690554338,765
1819468121,766
1463985276,767
351137661,768
481174005,769
1170899712,770
945465126,771
473763979,772
1743108278,773
314188720,774
530158450,775
2066649746,776
277886022,777
1402926843,778
1491319688,779
1232422811,780
1861701829,781
1359698800,782
973185836,783
662802611,784
626149655,785
1119484982,786
1803535528,787
2034925943,788
2062880888,789
838626208,790
481945906,791
2071820573,792
2081545730,793
426358383,794
963272351,795
2056370193,796
960776795,797
883657083,798
50208364,799
368416983,800
1512882610,801
580454709,802
1627544654,803
1922787881,804
1677280758,805
525820611,806
1328270675,807
414317023,808
2103854415,809
2015591563,810
86552354,811
104999502,812
1332712547,813
790766966,814
1175938402,815
294297591,816
2043322369,817
1021859736,818
307498659,819
850012376,820
835791657,821
1015564892,822
1624570182,823
652575802,824
1913634854,825
588482831,826
203909816,827
1594217833,828
925727689,829
1136208346,830
770788516,831
1461569203,832
802609292,833
1750468057,834
573095573,835
1703098313,836
2086187705,837
2014449457,838
1154720680,839
927019860,840
817130834,841
477004610,842
1919958428,843
819342238,844
1913381285,845
1019969287,846
612758602,847
188277985,848
659587921,849
1761647444,850
1687806904,851
1208233586,852
1498869036,853
1821427898,854
1441868070,855
36018762,856
1933261512,857
951398793,858
1182213419,859
1856501670,860
1048275917,861
814346602,862
1718397919,863
1089574854,864
914759751,865
935890437,866
1309177654,867
1396294418,868
919990436,869
1773803412,870
33664508,871
506024035,872
577401959,873
948743280,874
327820094,875
1485671214,876
539617005,877
1322720829,878
1906012152,879
327439502,880
952164000,881
1320954139,882
756078980,883
376080046,884
1031465783,885
120058371,886
17789348,887
1136511093,888
160559856,889
1229649285,890
12050310,891
1233527921,892
1977674028,893
290613966,894
1531623189,895
1862835912,896
1053776268,897
863163088,898
659099279,899
1512289551,900
2064303658,901
650918060,902
1937071150,903
296571379,904
901705089,905
961633749,906
61390280,907
2141506886,908
1773216910,909
256235613,910
1743451881,911
706858493,912
1406704352,913
345694524,914
1254342220,915
420536078,916
378947379,917
1720904329,918
2070148043,919
605737192,920
1031433543,921
1251327645,922
1522286124,923
1946196632,924
1401336763,925
1767599706,926
503528150,927
969516248,928
833140451,929
1081018752,930
1184533568,931
1442108486,932
1853179010,933
1248970384,934
1516320619,935
360996584,936
522829942,937
746613033,938
902825853,939
292442939,940
901378960,941
1443888588,942
1628638183,943
1715636443,944
1704054845,945
1772129466,946
1514970979,947
2092030054,948
303721522,949
649453046,950
281125322,951
458613718,952
198854492,953
1651231653,954
1041708670,955
495967303,956
726107016,957
1008928795,958
527903028,959
2111876120,960
1511511970,961
1740228951,962
2006429452,963
1378720709,964
1734691920,965
589472682,966
386840526,967
708208201,968
892153875,969
1099302523,970
1115633020,971
470819570,972
491987563,973
1029971619,974
1169399407,975
361722894,976
761143214,977
922241688,978
2127192148,979
1740236816,980
1091442309,981
1888397590,982
386539812,983
1081698326,984
52810212,985
48707949,986
1534937676,987
58469445,988
501567588,989
2076226112,990
1749819495,991
1948876793,992
303899600,993
1512834485,994
306959788,995
1541212326,996
472745886,997
4785872,998
1832098813,999
1132264075,1000
733042126,1001
546760634,1002
710041897,1003
57764151,1004
959991243,1005
1051318033,1006
570526696,1007
1761542874,1008
432731801,1009
769730044,1010
1232674538,1011
872676330,1012
1676934594,1013
901359563,1014
1769771837,1015
166688927,1016
2138893827,1017
710248170,1018
357933130,1019
205503428,1020
1640556553,1021
1460090978,1022
1387164613,1023
1699252216,1024
1756399397,1025
1318392707,1026
99844207,1027
1166328774,1028
1240434599,1029
1356653850,1030
2063315614,1031
632258530,1032
942179680,1033
1791331305,1034
1507849072,1035
1563055031,1036
1261890164,1037
850950416,1038
405338642,1039
435596387,1040
585472004,1041
270901926,1042
1832450725,1043
2037623086,1044
1968424392,1045
2135298367,1046
830294047,1047
1784918085,1048
2082515832,1049
348023842,1050
1529974032,1051
1961913800,1052
1276290385,1053
496949031,1054
1805771053,1055
1777703877,1056
2099231507,1057
168404689,1058
1176602540,1059
999465245,1060
343634690,1061
122220167,1062
1339112179,1063
1272500572,1064
1552749663,1065
153728292,1066
1905230729,1067
269863432,1068
1171142506,1069
760211765,1070
861921374,1071
1474487951,1072
2094393754,1073
858448696,1074
1414233218,1075
1821991749,1076
1663048381,1077
1067813850,1078
2573737,1079
1182271286,1080
2077411728,1081
1499143235,1082
40211750,1083
837676037,1084
1791717911,1085
153116515,1086
272465830,1087
418093841,1088
165739314,1089
1316687380,1090
944614319,1091
1957936628,1092
466689068,1093
1753514452,1094
795796977,1095
2145274279,1096
1541811168,1097
468315317,1098
2092394546,1099
1613545872,1100
1648101952,1101
1671767120,1102
70466546,1103
1019775121,1104
2122527570,1105
396238986,1106
91142120,1107
12553407,1108
124416906,1109
793623458,1110
558595877,1111
1113716017,1112
1528831471,1113
1454659500,1114
934431973,1115
814404481,1116
898058374,1117
811254333,1118
905066030,1119
1568369252,1120
328121777,1121
768628245,1122
756068010,1123
1759714905,1124
286411246,1125
419138860,1126
792960325,1127
1808484883,1128
23104108,1129
1814848892,1130
96584212,1131
470389202,1132
1037930391,1133
1033005200,1134
1105727227,1135
1463257608,1136
215427009,1137
908950322,1138
411848424,1139
1966724366,1140
1842352531,1141
334732884,1142
1013323488,1143
698684397,1144
939565004,1145
939286068,1146
660673027,1147
285688753,1148
455650915,1149
447534291,1150
407311837,1151
593649503,1152
1353493224,1153
138679270,1154
1230092872,1155
712748701,1156
1483835406,1157
697533753,1158
2130233352,1159
594911693,1160
1250732840,1161
1149543199,1162
527901800,1163
1882155799,1164
509761664,1165
1465727385,1166
752754998,1167
89712631,1168
331792641,1169
1759478261,1170
825255783,1171
104046995,1172
1950687755,1173
1380613233,1174
1332612302,1175
492030783,1176
1513961624,1177
849032677,1178
1121989470,1179
562369217,1180
53693827,1181
1861623971,1182
577502194,1183
679979745,1184
1341751589,1185
413727923,1186
659200180,1187
599221011,1188
1119852694,1189
665905241,1190
1957207483,1191
1820358671,1192
779323583,1193
651063843,1194
1756710749,1195
320274480,1196
91998752,1197
337837791,1198
1161217890,1199
839013309,1200
1175509802,1201
1315719447,1202
1692599176,1203
910600343,1204
398846037,1205
2102989312,1206
703678598,1207
69520005,1208
1973192242,1209
1308590421,1210
755704313,1211
867982534,1212
1194722804,1213
1856016085,1214
1780774880,1215
370735476,1216
87736509,1217
868616212,1218
1483180752,1219
893763109,1220
1958922916,1221
367755406,1222
466125043,1223
1419425864,1224
769168974,1225
911170402,1226
1242865080,1227
465358044,1228
1659469808,1229
1472562518,1230
1927553098,1231
2053154351,1232
1679036812,1233
575598866,1234
1834834512,1235
961013750,1236
67012702,1237
2031727163,1238
1943439296,1239
994699082,1240
613896872,1241
491287326,1242
1568729885,1243
2110056267,1244
1964809864,1245
1029774674,1246
1144175484,1247
104575271,1248
826441369,1249
1273619002,1250
2026747425,1251
1198902187,1252
1629816152,1253
1777059256,1254
1135256025,1255
1331760212,1256
145997674,1257
593840003,1258
717870143,1259
2077589666,1260
106298427,1261
1030223863,1262
620919656,1263
1350432321,1264
2053554434,1265
1741601384,1266
796435255,1267
1578595059,1268
2129809957,1269
2092499747,1270
157849232,1271
745722083,1272
665958279,1273
671628151,1274
21153894,1275
305039266,1276
99977592,1277
888150924,1278
1030387171,1279
115986239,1280
85901257,1281
1919686480,1282
952244942,1283
884816776,1284
1567012123,1285
1741212272,1286
983049672,1287
767382707,1288
912456982,1289
427304311,1290
494501050,1291
815030251,1292
521258773,1293
1882034607,1294
1665514952,1295
2077588106,1296
2119580624,1297
2064440891,1298
1130533640,1299
62068526,1300
933459661,1301
255750320,1302
1953248890,1303
1680060725,1304
306180742,1305
1216735508,1306
1760043370,1307
553198404,1308
1550047853,1309
645632919,1310
1060345433,1311
693370120,1312
1724290662,1313
463892682,1314
1058499851,1315
927176550,1316
1589791150,1317
255332246,1318
388669369,1319
202468089,1320
1700398733,1321
1955942796,1322
1245588574,1323
1730787229,1324
1821271156,1325
728355633,1326
1054226804,1327
896648276,1328
2001778351,1329
1455962789,1330
89866396,1331
1397834227,1332
802884248,1333
753622083,1334
1798374599,1335
534128092,1336
1358200647,1337
1341711109,1338
1002687011,1339
1268382378,1340
476694890,1341
1040603817,1342
50952128,1343
503337077,1344
962868533,1345
317361942,1346
2003957306,1347
1657850672,1348
1417789219,1349
1886850270,1350
2004740784,1351
988887275,1352
680070868,1353
231456740,1354
1456088993,1355
1442662973,1356
1323161650,1357
207926066,1358
385173462,1359
2061060348,1360
655592083,1361
1682606762,1362
476902081,1363
735961657,1364
1274281551,1365
1077632945,1366
1741229187,1367
455931287,1368
1599828384,1369
1676930155,1370
1127006136,1371
1551087354,1372
1879115758,1373
141340185,1374
69392308,1375
67745247,1376
368697023,1377
1180959337,1378
2017380073,1379
621262150,1380
1254154330,1381
163086739,1382
1780217197,1383
733423644,1384
81549029,1385
1628300682,1386
313376656,1387
1738782768,1388
1843570317,1389
1866330705,1390
2048748421,1391
235800910,1392
1475677952,1393
1982949155,1394
2066522431,1395
81395462,1396
1623901889,1397
959215857,1398
1603450846,1399
2016483490,1400
212899793,1401
104831158,1402
310401745,1403
1096004139,1404
829880564,1405
2038975005,1406
56179767,1407
1878070811,1408
754008087,1409
1229965813,1410
954143411,1411
836039779,1412
1896595343,1413
2071511287,1414
1278540733,1415
269474911,1416
1548094955,1417
2085131720,1418
1246908484,1419
334673739,1420
133520724,1421
1286868547,1422
187433729,1423
469861345,1424
1161235264,1425
435822726,1426
1594224843,1427
399506177,1428
1922651673,1429
1234493511,1430
1908956048,1431
1252556530,1432
2022094600,1433
1956969338,1434
1395032361,1435
1501800944,1436
1469067396,1437
79022772,1438
893037414,1439
1003678327,1440
59463999,1441
1240150168,1442
1746375038,1443
1156395240,1444
1966491595,1445
968712878,1446
320711591,1447
1795192912,1448
1762583522,1449
608013401,1450
299571396,1451
1856295615,1452
279404844,1453
1683112110,1454
933983312,1455
1214794507,1456
274040443,1457
1862514893,1458
1080298372,1459
1130871234,1460
784910038,1461
1969456548,1462
2064760410,1463
1851131643,1464
1567778803,1465
223755261,1466
1331249029,1467
1586643231,1468
243197793,1469
519955711,1470
1123559466,1471
1955135172,1472
1141038362,1473
253728055,1474
653869462,1475
173402007,1476
923724074,1477
1092436955,1478
1831790483,1479
1362876788,1480
1578498238,1481
1549337861,1482
2143138261,1483
41468809,1484
921792884,1485
1888340541,1486
1118633631,1487
204856142,1488
988916812,1489
600622511,1490
9437578,1491
1855050623,1492
332585931,1493
342096379,1494
589862913,1495
1546223679,1496
143521956,1497
298934577,1498
555955076,1499
15288493,1500
605994228,1501
272500400,1502
556751356,1503
1026960305,1504
1409268404,1505
1084311460,1506
230082287,1507
1463897267,1508
2134182977,1509
2053759110,1510
218143110,1511
1400025922,1512
171775650,1513
1562154660,1514
1156241089,1515
897543215,1516
1659479114,1517
352690521,1518
470878004,1519
1604585464,1520
1233325267,1521
666636007,1522
1597778517,1523
319852593,1524
1046189792,1525
1469366139,1526
1962496525,1527
1207958508,1528
1223466200,1529
222278665,1530
1831555056,1531
712091104,1532
1013061486,1533
1333146911,1534
556112760,1535
447669489,1536
155987346,1537
1162063604,1538
1003662347,1539
1158670052,1540
601892872,1541
1869146166,1542
320339569,1543
1058452483,1544
991691515,1545
1136969309,1546
516307989,1547
1279554076,1548
920893429,1549
589828275,1550
258499622,1551
427758503,1552
532747864,1553
2109110150,1554
2083168796,1555
1118071925,1556
633680953,1557
1491103706,1558
285116781,1559
67140283,1560
2016592037,1561
930253277,1562
1565889427,1563
824916506,1564
1490145881,1565
275491535,1566
308095874,1567
779527004,1568
962112200,1569
512860378,1570
1703617361,1571
341394923,1572
915925914,1573
72821752,1574
1858896015,1575
1318401368,1576
1234520761,1577
313299397,1578
1351382363,1579
1855866189,1580
1058539449,1581
159218190,1582
764830134,1583
1760611063,1584
609024071,1585
1169074780,1586
999650470,1587
1405109795,1588
2091014261,1589
1157345785,1590
1085887596,1591
1529806397,1592
1993866034,1593
1107779660,1594
134716283,1595
1568251066,1596
1054132554,1597
687367084,1598
232239908,1599
903688269,1600
602355631,1601
1087905931,1602
2019713603,1603
303522474,1604
1770123119,1605
1403868028,1606
918843411,1607
616435042,1608
1832904516,1609
319251435,1610
968173930,1611
1516753090,1612
1125155738,1613
790654964,1614
2112546347,1615
1708962328,1616
198817243,1617
1672104134,1618
682350483,1619
819029858,1620
31142022,1621
833242620,1622
633125721,1623
1987145692,1624
812290583,1625
493548936,1626
929195813,1627
1783120980,1628
1750243455,1629
1478651327,1630
471669820,1631
1079697684,1632
181978804,1633
962802658,1634
1190561412,1635
1573174909,1636
1917736998,1637
1614471827,1638
316044442,1639
746834931,1640
1592310273,1641
107842509,1642
1868080657,1643
80169469,1644
666823848,1645
192102456,1646
416799450,1647
764956062,1648
406407631,1649
1904071458,1650
45475722,1651
1102655952,1652
531998650,1653
1558110454,1654
766138155,1655
564813220,1656
1916175497,1657
1792860770,1658
2030763774,1659
1010932365,1660
1616667712,1661
1056109338,1662
1290609198,1663
1645140243,1664
573748758,1665
105505448,1666
599386040,1667
760170673,1668
770937976,1669
641223873,1670
333096022,1671
885193005,1672
20987959,1673
1864843893,1674
175431354,1675
603029062,1676
1413095283,1677
1054383134,1678
1488659095,1679
1196462494,1680
784888248,1681
315225453,1682
975130754,1683
1290394962,1684
125641352,1685
1457860869,1686
1570739569,1687
1442002302,1688
382331755,1689
692478537,1690
224131819,1691
2088695469,1692
1343302563,1693
2047126520,1694
638152802,1695
1798165589,1696
278685644,1697
2020011510,1698
637056362,1699
26988877,1700
1223169368,1701
565290879,1702
124173613,1703
339481536,1704
2043241280,1705
1388194160,1706
1147476816,1707
1483674492,1708
1399472164,1709
968712834,1710
447126135,1711
685927507,1712
2113505491,1713
343621263,1714
419939809,1715
743526848,1716
781127136,1717
1930098579,1718
1846440536,1719
1895704858,1720
769285571,1721
1715054748,1722
44186340,1723
160989759,1724
2052508796,1725
1164216676,1726
510580275,1727
756506091,1728
1144187427,1729
1601199434,1730
1874248681,1731
2008216317,1732
1459067018,1733
303276951,1734
229770912,1735
1395618686,1736
1212210973,1737
1411537034,1738
1675655739,1739
313742536,1740
1450471251,1741
447471492,1742
309847020,1743
1341179918,1744
1901666803,1745
1770301348,1746
585557364,1747
1302483143,1748
1478498041,1749
757941703,1750
1232687667,1751
906489668,1752
1388950965,1753
1089741900,1754
1184667476,1755
1468269252,1756
1510189762,1757
1207755103,1758
376095072,1759
1954194485,1760
1479200466,1761
1838375842,1762
304416812,1763
124596911,1764
664912266,1765
2002463404,1766
924103557,1767
1831111271,1768
698251349,1769
678624982,1770
1361624799,1771
919135650,1772
562679930,1773
2028621869,1774
293842576,1775
2081700883,1776
1634278735,1777
1928997390,1778
1302718956,1779
240063197,1780
35312008,1781
12795595,1782
1396415305,1783
1977847185,1784
1875632002,1785
285160993,1786
7411034,1787
50764351,1788
1185941466,1789
62486901,1790
1963046675,1791
68130162,1792
591075157,1793
189904104,1794
236844418,1795
1474057931,1796
1728587371,1797
1678103960,1798
563667434,1799
1725788074,1800
2147473927,1801
495620733,1802
428462360,1803
2110805488,1804
1120994525,1805
227219311,1806
1285922,1807
1619991310,1808
600209191,1809
812734659,1810
1529505470,1811
2134293004,1812
1356607236,1813
1920468106,1814
830026781,1815
1682220462,1816
523499204,1817
595755727,1818
103894010,1819
226972400,1820
1037222365,1821
917576371,1822
1939560789,1823
1561514043,1824
183821828,1825
1587915263,1826
931766362,1827
856089595,1828
304998459,1829
53280349,1830
1634816676,1831
1086905127,1832
1671983135,1833
1968212480,1834
61422032,1835
960372468,1836
611826045,1837
1564804303,1838
1171367007,1839
2058339391,1840
2043881885,1841
508249412,1842
835554363,1843
1504136067,1844
1177395450,1845
1034883737,1846
647789638,1847
1855558049,1848
289188705,1849
1723368304,1850
61935948,1851
544671462,1852
1579764469,1853
686009807,1854
794066518,1855
1979667265,1856
1663676566,1857
1046910281,1858
1782550786,1859
1012727139,1860
1196392354,1861
1756685487,1862
1074721084,1863
1082011564,1864
1427803096,1865
70343380,1866
704232292,1867
1926025532,1868
1685533149,1869
1060840175,1870
806311509,1871
109190459,1872
1504802943,1873
1641095930,1874
1765532711,1875
609661116,1876
1126216584,1877
328364512,1878
1186561056,1879
2100970627,1880
333331939,1881
1804777325,1882
1427826883,1883
940403979,1884
270475287,1885
1561705669,1886
1252869793,1887
1206024024,1888
1770493098,1889
154807620,1890
1647057672,1891
242376482,1892
1785620670,1893
1745141295,1894
551760162,1895
2065819340,1896
482212215,1897
426711919,1898
1844503026,1899
544023872,1900
609194199,1901
497678793,1902
7372588,1903
846697043,1904
31230462,1905
1529391034,1906
1226145433,1907
1518781283,1908
684663504,1909
1034191474,1910
1530613804,1911
173323671,1912
2077406492,1913
465372423,1914
1012201840,1915
1699105448,1916
1199905151,1917
1406208543,1918
1323923096,1919
2144473483,1920
1094929814,1921
1636316039,1922
801290195,1923
594051507,1924
1847942511,1925
847766813,1926
1394682350,1927
1977384445,1928
1343466802,1929
141378245,1930
1172897151,1931
186765127,1932
263277869,1933
305810657,1934
2027055022,1935
939824237,1936
1515806149,1937
1633686653,1938
524045151,1939
448679328,1940
1824535668,1941
605506747,1942
2021285012,1943
1851775417,1944
803365842,1945
529321469,1946
768964469,1947
2004132418,1948
1285477968,1949
466438876,1950
2063896036,1951
827810780,1952
2056538743,1953
1419195510,1954
2117103184,1955
1503198799,1956
954252751,1957
111052486,1958
664090932,1959
886188151,1960
1053471279,1961
70388993,1962
183559272,1963
1303314728,1964
1585657591,1965
793970459,1966
529219516,1967
891686667,1968
942308195,1969
1693206494,1970
1897404963,1971
645707434,1972
1845401581,1973
37215292,1974
383854672,1975
1940034748,1976
2068109643,1977
1322592881,1978
717079667,1979
1086600114,1980
228730299,1981
587056785,1982
1096236982,1983
1472931199,1984
1421878553,1985
591989727,1986
1498606208,1987
979605239,1988
788279334,1989
256281929,1990
1162218697,1991
1870420513,1992
