STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,PSUN,TAVG,TMAX,TMIN,WDMV,MONTH,DAY,TIMES,SPINDEX
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-17,NA,0,NA,57,70,45,NA,07,17,17,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-18,NA,0,NA,56,69,46,NA,07,18,18,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-19,NA,0,NA,52,66,35,NA,07,19,19,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-20,NA,0,NA,57,71,41,NA,07,20,20,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-21,NA,0,NA,64,80,45,NA,07,21,21,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-22,NA,0,NA,66,79,54,NA,07,22,22,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-23,NA,0,NA,65,82,47,NA,07,23,23,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-24,NA,0,NA,58,73,42,NA,07,24,24,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-25,NA,0,NA,65,81,45,NA,07,25,25,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-26,NA,0,NA,67,79,54,NA,07,26,26,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-27,NA,0,NA,62,74,51,NA,07,27,27,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-28,NA,0,NA,63,77,48,NA,07,28,28,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-29,NA,0,NA,66,79,53,NA,07,29,29,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-30,NA,0,NA,65,77,49,NA,07,30,30,15
USS0019F01S,"SNOW MOUNTAIN, OR US",212.02575865110475,402.8660593579601,1898.9,2019-07-31,NA,0,NA,65,78,51,NA,07,31,31,15
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-01,NA,0,NA,NA,75,41,NA,07,01,1,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-02,NA,0,NA,NA,75,33,NA,07,02,2,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-03,NA,0,NA,NA,70,32,NA,07,03,3,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-04,NA,0,NA,NA,66,34,NA,07,04,4,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-05,NA,0,NA,NA,72,41,NA,07,05,5,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-06,NA,0,NA,NA,80,46,NA,07,06,6,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-07,NA,0,NA,NA,79,42,NA,07,07,7,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-08,NA,0,NA,NA,75,40,NA,07,08,8,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-09,NA,0,NA,NA,74,43,NA,07,09,9,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-10,NA,0,NA,NA,80,34,NA,07,10,10,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-11,NA,0,NA,NA,82,46,NA,07,11,11,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-12,NA,0,NA,NA,85,48,NA,07,12,12,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-13,NA,0,NA,NA,83,46,NA,07,13,13,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-14,NA,0,NA,NA,82,45,NA,07,14,14,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-15,NA,0,NA,NA,78,45,NA,07,15,15,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-16,NA,0,NA,NA,77,44,NA,07,16,16,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-17,NA,0,NA,NA,85,44,NA,07,17,17,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-18,NA,0,NA,NA,79,43,NA,07,18,18,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-19,NA,0,NA,NA,75,40,NA,07,19,19,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-20,NA,0,NA,NA,80,44,NA,07,20,20,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-21,NA,0,NA,NA,87,50,NA,07,21,21,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-22,NA,0,NA,NA,84,50,NA,07,22,22,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-23,NA,0,NA,NA,87,37,NA,07,23,23,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-24,NA,0,NA,NA,80,43,NA,07,24,24,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-25,NA,0,NA,NA,87,43,NA,07,25,25,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-26,NA,0,NA,NA,85,55,NA,07,26,26,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-27,NA,0,NA,NA,82,48,NA,07,27,27,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-28,NA,0,NA,NA,87,48,NA,07,28,28,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-29,NA,0,NA,NA,84,54,NA,07,29,29,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-30,NA,0,NA,NA,82,47,NA,07,30,30,3
USC00353692,"HART MOUNTAIN REFUGE, OR US",56.14358368005045,397.0536407042628,1711.8,2019-07-31,NA,0,NA,NA,87,43,NA,07,31,31,3
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-01,NA,0,NA,NA,76,47,NA,07,01,1,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-02,NA,9.652,NA,NA,74,44,NA,07,02,2,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-03,NA,0,NA,NA,68,44,NA,07,03,3,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-04,NA,0,NA,NA,68,46,NA,07,04,4,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-05,NA,0,NA,NA,76,48,NA,07,05,5,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-06,NA,0,NA,NA,82,49,NA,07,06,6,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-07,NA,0,NA,NA,76,47,NA,07,07,7,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-08,NA,0,NA,NA,71,46,NA,07,08,8,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-09,NA,0,NA,NA,73,46,NA,07,09,9,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-10,NA,0,NA,NA,81,50,NA,07,10,10,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-11,NA,0,NA,NA,80,53,NA,07,11,11,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-12,NA,0,NA,NA,83,52,NA,07,12,12,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-13,NA,0,NA,NA,83,52,NA,07,13,13,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-14,NA,0,NA,NA,80,50,NA,07,14,14,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-15,NA,0,NA,NA,80,50,NA,07,15,15,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-16,NA,0,NA,NA,75,51,NA,07,16,16,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-17,NA,0,NA,NA,76,50,NA,07,17,17,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-18,NA,0,NA,NA,80,50,NA,07,18,18,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-19,NA,0,NA,NA,75,41,NA,07,19,19,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-20,NA,0,NA,NA,71,42,NA,07,20,20,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-21,NA,0,NA,NA,78,44,NA,07,21,21,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-22,NA,0,NA,NA,86,54,NA,07,22,22,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-23,NA,0,NA,NA,88,56,NA,07,23,23,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-24,NA,0,NA,NA,90,47,NA,07,24,24,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-25,NA,0,NA,NA,78,47,NA,07,25,25,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-26,NA,0,NA,NA,86,50,NA,07,26,26,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-27,NA,0,NA,NA,89,55,NA,07,27,27,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-28,NA,0,NA,NA,82,50,NA,07,28,28,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-29,NA,0,NA,NA,82,51,NA,07,29,29,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-30,NA,0,NA,NA,85,53,NA,07,30,30,19
USC00355638,"MITCHELL 2 E, OR US",279.7351034785714,355.5058548713779,1011.9,2019-07-31,NA,0,NA,NA,81,51,NA,07,31,31,19
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-01,NA,0,NA,49,61,39,NA,07,01,1,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-02,NA,0,NA,45,57,37,NA,07,02,2,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-03,NA,0,NA,43,52,35,NA,07,03,3,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-04,NA,0,NA,45,58,35,NA,07,04,4,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-05,NA,0,NA,51,66,37,NA,07,05,5,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-06,NA,0,NA,55,66,42,NA,07,06,6,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-07,NA,0,NA,46,58,37,NA,07,07,7,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-08,NA,0,NA,45,59,35,NA,07,08,8,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-09,NA,0,NA,51,64,33,NA,07,09,9,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-10,NA,0,NA,58,68,46,NA,07,10,10,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-11,NA,0,NA,55,71,43,NA,07,11,11,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-12,NA,0,NA,58,74,46,NA,07,12,12,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-13,NA,0,NA,57,69,48,NA,07,13,13,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-14,NA,0,NA,53,65,44,NA,07,14,14,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-15,NA,7.619999999999999,NA,50,63,42,NA,07,15,15,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-16,NA,0,NA,47,57,39,NA,07,16,16,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-17,NA,0,NA,51,61,39,NA,07,17,17,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-18,NA,0,NA,51,61,39,NA,07,18,18,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-19,NA,0,NA,42,54,31,NA,07,19,19,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-20,NA,0,NA,45,59,31,NA,07,20,20,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-21,NA,0,NA,55,70,36,NA,07,21,21,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-22,NA,0,NA,62,76,50,NA,07,22,22,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-23,NA,0,NA,62,72,50,NA,07,23,23,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-24,NA,0,NA,49,59,39,NA,07,24,24,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-25,NA,0,NA,52,67,36,NA,07,25,25,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-26,NA,0,NA,59,73,47,NA,07,26,26,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-27,NA,0,NA,56,66,47,NA,07,27,27,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-28,NA,0,NA,53,66,43,NA,07,28,28,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-29,NA,0,NA,56,68,45,NA,07,29,29,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-30,NA,0,NA,57,71,47,NA,07,30,30,25
USS0017D02S,"ANEROID LAKE NUMBER 2, OR US",359.19602133112215,584.0187923278809,2255.5,2019-07-31,NA,0,NA,58,74,46,NA,07,31,31,25
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-01,NA,0,NA,50,57,46,NA,07,01,1,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-02,NA,0,NA,50,58,45,NA,07,02,2,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-03,NA,0,NA,53,64,45,NA,07,03,3,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-04,NA,0,NA,59,70,48,NA,07,04,4,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-05,NA,0,NA,61,71,52,NA,07,05,5,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-06,NA,0,NA,54,64,45,NA,07,06,6,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-07,NA,0,NA,54,65,45,NA,07,07,7,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-08,NA,0,NA,57,69,47,NA,07,08,8,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-09,NA,0,NA,58,64,52,NA,07,09,9,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-10,NA,0,NA,59,71,53,NA,07,10,10,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-11,NA,0,NA,59,72,51,NA,07,11,11,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-12,NA,0,NA,60,72,51,NA,07,12,12,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-13,NA,0,NA,59,70,51,NA,07,13,13,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-14,NA,0,NA,61,74,52,NA,07,14,14,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-15,NA,0,NA,58,69,49,NA,07,15,15,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-16,NA,0,NA,56,67,51,NA,07,16,16,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-17,NA,0,NA,58,71,49,NA,07,17,17,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-18,NA,2.54,NA,53,56,48,NA,07,18,18,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-19,NA,0,NA,53,64,45,NA,07,19,19,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-20,NA,2.54,NA,58,70,46,NA,07,20,20,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-21,NA,0,NA,63,75,53,NA,07,21,21,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-22,NA,0,NA,62,74,54,NA,07,22,22,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-23,NA,0,NA,58,69,46,NA,07,23,23,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-24,NA,0,NA,58,71,45,NA,07,24,24,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-25,NA,0,NA,64,75,55,NA,07,25,25,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-26,NA,0,NA,65,73,57,NA,07,26,26,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-27,NA,0,NA,62,72,53,NA,07,27,27,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-28,NA,0,NA,61,71,54,NA,07,28,28,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-29,NA,0,NA,58,67,51,NA,07,29,29,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-30,NA,0,NA,56,66,47,NA,07,30,30,5
USS0023G09S,"KING MOUNTAIN, OR US",74.90749669118784,106.41575420616837,1322.8,2019-07-31,NA,0,NA,62,74,53,NA,07,31,31,5
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-01,NA,0,NA,NA,67,58,NA,07,01,1,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-02,NA,0,NA,NA,74,58,NA,07,02,2,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-03,NA,0,NA,NA,80,51,NA,07,03,3,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-04,NA,0,NA,NA,89,54,NA,07,04,4,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-05,NA,0,NA,NA,81,56,NA,07,05,5,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-06,NA,0,NA,NA,77,56,NA,07,06,6,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-07,NA,0,NA,NA,83,57,NA,07,07,7,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-08,NA,0,NA,NA,86,56,NA,07,08,8,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-09,NA,0,NA,NA,71,61,NA,07,09,9,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-10,NA,0,NA,NA,85,63,NA,07,10,10,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-11,NA,0,NA,NA,85,65,NA,07,11,11,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-12,NA,0,NA,NA,85,59,NA,07,12,12,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-13,NA,0,NA,NA,87,60,NA,07,13,13,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-14,NA,0,NA,NA,90,60,NA,07,14,14,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-15,NA,0,NA,NA,83,61,NA,07,15,15,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-16,NA,0,NA,NA,84,64,NA,07,16,16,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-17,NA,0,NA,NA,87,59,NA,07,17,17,9
USW00024231,"ROSEBURG REGIONAL AIRPORT, OR US",132.79492764099035,95.00808793578058,160,2019-07-18,NA,0.508,NA,NA,77,61,NA,07,18,18,9
